,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
54,sim_par_4,50,50,100,0.75,distance,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.008427380716113559,"p = 5, sim_par_4, pi_target = 0.75"
57,sim_par_4,50,50,100,0.75,distance,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.00654095896468832,"p = 5, sim_par_4, pi_target = 0.75"
60,sim_par_4,50,50,100,0.75,grid,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.006985387624885979,"p = 5, sim_par_4, pi_target = 0.75"
63,sim_par_4,50,50,100,0.75,grid,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.008536060737658602,"p = 5, sim_par_4, pi_target = 0.75"
66,sim_par_4,50,50,100,0.75,numerical,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.007090642253245434,"p = 5, sim_par_4, pi_target = 0.75"
69,sim_par_4,50,50,100,0.75,numerical,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.008690464103152482,"p = 5, sim_par_4, pi_target = 0.75"
72,sim_par_4,50,50,100,0.75,one_over_p,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.007905898211310672,"p = 5, sim_par_4, pi_target = 0.75"
75,sim_par_4,50,50,100,0.75,one_over_p,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.006762761407189574,"p = 5, sim_par_4, pi_target = 0.75"
78,sim_par_4,50,50,100,0.75,one_over_p,nrm,U,rbf,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.007461024381687128,"p = 5, sim_par_4, pi_target = 0.75"
81,sim_par_4,50,50,100,0.75,one_over_p,nrm,V,rbf,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.00542352302142815,"p = 5, sim_par_4, pi_target = 0.75"
126,sim_par_4,100,100,200,0.75,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0031148640234799022,"p = 5, sim_par_4, pi_target = 0.75"
129,sim_par_4,100,100,200,0.75,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0038835123433399376,"p = 5, sim_par_4, pi_target = 0.75"
132,sim_par_4,100,100,200,0.75,bootstrap_var,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0031971869436285614,"p = 5, sim_par_4, pi_target = 0.75"
135,sim_par_4,100,100,200,0.75,bootstrap_var,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0036013036863625524,"p = 5, sim_par_4, pi_target = 0.75"
138,sim_par_4,100,100,200,0.75,distance,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.003279142017547338,"p = 5, sim_par_4, pi_target = 0.75"
141,sim_par_4,100,100,200,0.75,distance,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.002867131709955214,"p = 5, sim_par_4, pi_target = 0.75"
144,sim_par_4,100,100,200,0.75,grid,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0028606697829380453,"p = 5, sim_par_4, pi_target = 0.75"
147,sim_par_4,100,100,200,0.75,grid,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.003154049565959986,"p = 5, sim_par_4, pi_target = 0.75"
150,sim_par_4,100,100,200,0.75,numerical,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0028502300631207656,"p = 5, sim_par_4, pi_target = 0.75"
153,sim_par_4,100,100,200,0.75,numerical,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0031238713069280406,"p = 5, sim_par_4, pi_target = 0.75"
156,sim_par_4,100,100,200,0.75,one_over_p,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.003285369460468739,"p = 5, sim_par_4, pi_target = 0.75"
159,sim_par_4,100,100,200,0.75,one_over_p,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0031356621807139013,"p = 5, sim_par_4, pi_target = 0.75"
162,sim_par_4,100,100,200,0.75,one_over_p,nrm,U,rbf,200,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.0031823947535599183,"p = 5, sim_par_4, pi_target = 0.75"
165,sim_par_4,100,100,200,0.75,one_over_p,nrm,V,rbf,200,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.002688208088137744,"p = 5, sim_par_4, pi_target = 0.75"
210,sim_par_4,150,150,300,0.75,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0015235165115108382,"p = 5, sim_par_4, pi_target = 0.75"
213,sim_par_4,150,150,300,0.75,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0018644230412443363,"p = 5, sim_par_4, pi_target = 0.75"
216,sim_par_4,150,150,300,0.75,bootstrap_var,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.001564001297177404,"p = 5, sim_par_4, pi_target = 0.75"
219,sim_par_4,150,150,300,0.75,bootstrap_var,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0017571078268972605,"p = 5, sim_par_4, pi_target = 0.75"
222,sim_par_4,150,150,300,0.75,distance,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0016806120956694961,"p = 5, sim_par_4, pi_target = 0.75"
225,sim_par_4,150,150,300,0.75,distance,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.0014999396952453182,"p = 5, sim_par_4, pi_target = 0.75"
228,sim_par_4,150,150,300,0.75,grid,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0014479189981015878,"p = 5, sim_par_4, pi_target = 0.75"
231,sim_par_4,150,150,300,0.75,grid,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.001534576743048808,"p = 5, sim_par_4, pi_target = 0.75"
234,sim_par_4,150,150,300,0.75,numerical,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.001440680063699738,"p = 5, sim_par_4, pi_target = 0.75"
237,sim_par_4,150,150,300,0.75,numerical,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0015243700629457347,"p = 5, sim_par_4, pi_target = 0.75"
240,sim_par_4,150,150,300,0.75,one_over_p,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.0015292693844195485,"p = 5, sim_par_4, pi_target = 0.75"
243,sim_par_4,150,150,300,0.75,one_over_p,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0016672649522154403,"p = 5, sim_par_4, pi_target = 0.75"
246,sim_par_4,150,150,300,0.75,one_over_p,nrm,U,rbf,300,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.001550047886697525,"p = 5, sim_par_4, pi_target = 0.75"
249,sim_par_4,150,150,300,0.75,one_over_p,nrm,V,rbf,300,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.0013255547212370758,"p = 5, sim_par_4, pi_target = 0.75"
294,sim_par_4,200,200,400,0.75,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0011839195647836706,"p = 5, sim_par_4, pi_target = 0.75"
297,sim_par_4,200,200,400,0.75,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0011781598035772523,"p = 5, sim_par_4, pi_target = 0.75"
300,sim_par_4,200,200,400,0.75,bootstrap_var,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0011781414367326066,"p = 5, sim_par_4, pi_target = 0.75"
303,sim_par_4,200,200,400,0.75,bootstrap_var,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.001173574330416554,"p = 5, sim_par_4, pi_target = 0.75"
306,sim_par_4,200,200,400,0.75,distance,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0014502999455366652,"p = 5, sim_par_4, pi_target = 0.75"
309,sim_par_4,200,200,400,0.75,distance,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.0011304029472615897,"p = 5, sim_par_4, pi_target = 0.75"
312,sim_par_4,200,200,400,0.75,grid,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0011102400964218542,"p = 5, sim_par_4, pi_target = 0.75"
315,sim_par_4,200,200,400,0.75,grid,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0011376638976975232,"p = 5, sim_par_4, pi_target = 0.75"
318,sim_par_4,200,200,400,0.75,numerical,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0011233250933741262,"p = 5, sim_par_4, pi_target = 0.75"
321,sim_par_4,200,200,400,0.75,numerical,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.001133503188935807,"p = 5, sim_par_4, pi_target = 0.75"
324,sim_par_4,200,200,400,0.75,one_over_p,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.001256938711616012,"p = 5, sim_par_4, pi_target = 0.75"
327,sim_par_4,200,200,400,0.75,one_over_p,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0012848767691729947,"p = 5, sim_par_4, pi_target = 0.75"
330,sim_par_4,200,200,400,0.75,one_over_p,nrm,U,rbf,400,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.0012976934543040821,"p = 5, sim_par_4, pi_target = 0.75"
333,sim_par_4,200,200,400,0.75,one_over_p,nrm,V,rbf,400,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.001179305494731976,"p = 5, sim_par_4, pi_target = 0.75"
378,sim_par_4,250,250,500,0.75,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.001022694356236632,"p = 5, sim_par_4, pi_target = 0.75"
381,sim_par_4,250,250,500,0.75,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0010742270091534353,"p = 5, sim_par_4, pi_target = 0.75"
384,sim_par_4,250,250,500,0.75,bootstrap_var,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.001060858573645055,"p = 5, sim_par_4, pi_target = 0.75"
387,sim_par_4,250,250,500,0.75,bootstrap_var,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.001158894045974849,"p = 5, sim_par_4, pi_target = 0.75"
390,sim_par_4,250,250,500,0.75,distance,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0012226761355375317,"p = 5, sim_par_4, pi_target = 0.75"
393,sim_par_4,250,250,500,0.75,distance,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.000985692717515093,"p = 5, sim_par_4, pi_target = 0.75"
396,sim_par_4,250,250,500,0.75,grid,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0010175234694562243,"p = 5, sim_par_4, pi_target = 0.75"
399,sim_par_4,250,250,500,0.75,grid,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0010133421233298385,"p = 5, sim_par_4, pi_target = 0.75"
402,sim_par_4,250,250,500,0.75,numerical,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0010165563285524793,"p = 5, sim_par_4, pi_target = 0.75"
405,sim_par_4,250,250,500,0.75,numerical,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0010141789545797311,"p = 5, sim_par_4, pi_target = 0.75"
408,sim_par_4,250,250,500,0.75,one_over_p,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.001148224774541537,"p = 5, sim_par_4, pi_target = 0.75"
411,sim_par_4,250,250,500,0.75,one_over_p,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0011339905144370855,"p = 5, sim_par_4, pi_target = 0.75"
414,sim_par_4,250,250,500,0.75,one_over_p,nrm,U,rbf,500,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.0011467248745845873,"p = 5, sim_par_4, pi_target = 0.75"
417,sim_par_4,250,250,500,0.75,one_over_p,nrm,V,rbf,500,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.0010717975736351643,"p = 5, sim_par_4, pi_target = 0.75"
43,sim_par_4,50,50,100,0.75,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.004288022330758365,"p = 10, sim_par_4, pi_target = 0.75"
46,sim_par_4,50,50,100,0.75,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.004489621463528034,"p = 10, sim_par_4, pi_target = 0.75"
49,sim_par_4,50,50,100,0.75,bootstrap_var,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.004245086559091442,"p = 10, sim_par_4, pi_target = 0.75"
52,sim_par_4,50,50,100,0.75,bootstrap_var,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0043144153329025305,"p = 10, sim_par_4, pi_target = 0.75"
55,sim_par_4,50,50,100,0.75,distance,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.004431753088280181,"p = 10, sim_par_4, pi_target = 0.75"
58,sim_par_4,50,50,100,0.75,distance,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0042302019110452786,"p = 10, sim_par_4, pi_target = 0.75"
61,sim_par_4,50,50,100,0.75,grid,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.004447023938525877,"p = 10, sim_par_4, pi_target = 0.75"
64,sim_par_4,50,50,100,0.75,grid,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.004324728812065769,"p = 10, sim_par_4, pi_target = 0.75"
67,sim_par_4,50,50,100,0.75,numerical,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.004457978373199575,"p = 10, sim_par_4, pi_target = 0.75"
70,sim_par_4,50,50,100,0.75,numerical,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.009679722691882251,"p = 10, sim_par_4, pi_target = 0.75"
73,sim_par_4,50,50,100,0.75,one_over_p,ipr,U,rbf,100,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.004456317310034235,"p = 10, sim_par_4, pi_target = 0.75"
76,sim_par_4,50,50,100,0.75,one_over_p,ipr,V,rbf,100,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.004489735472734216,"p = 10, sim_par_4, pi_target = 0.75"
79,sim_par_4,50,50,100,0.75,one_over_p,nrm,U,rbf,100,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.003979633037287485,"p = 10, sim_par_4, pi_target = 0.75"
82,sim_par_4,50,50,100,0.75,one_over_p,nrm,V,rbf,100,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.003016153013668848,"p = 10, sim_par_4, pi_target = 0.75"
127,sim_par_4,100,100,200,0.75,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0021353158521101533,"p = 10, sim_par_4, pi_target = 0.75"
130,sim_par_4,100,100,200,0.75,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.002004576054579091,"p = 10, sim_par_4, pi_target = 0.75"
133,sim_par_4,100,100,200,0.75,bootstrap_var,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.0021124539006381563,"p = 10, sim_par_4, pi_target = 0.75"
136,sim_par_4,100,100,200,0.75,bootstrap_var,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0020109012680483455,"p = 10, sim_par_4, pi_target = 0.75"
139,sim_par_4,100,100,200,0.75,distance,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0021813071264991353,"p = 10, sim_par_4, pi_target = 0.75"
142,sim_par_4,100,100,200,0.75,distance,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.002059791233537096,"p = 10, sim_par_4, pi_target = 0.75"
145,sim_par_4,100,100,200,0.75,grid,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.0020876376268042294,"p = 10, sim_par_4, pi_target = 0.75"
148,sim_par_4,100,100,200,0.75,grid,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0019763997048516118,"p = 10, sim_par_4, pi_target = 0.75"
151,sim_par_4,100,100,200,0.75,numerical,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.002075166935012025,"p = 10, sim_par_4, pi_target = 0.75"
154,sim_par_4,100,100,200,0.75,numerical,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0031621412573966433,"p = 10, sim_par_4, pi_target = 0.75"
157,sim_par_4,100,100,200,0.75,one_over_p,ipr,U,rbf,200,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0022336555079386666,"p = 10, sim_par_4, pi_target = 0.75"
160,sim_par_4,100,100,200,0.75,one_over_p,ipr,V,rbf,200,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0021166374713131996,"p = 10, sim_par_4, pi_target = 0.75"
163,sim_par_4,100,100,200,0.75,one_over_p,nrm,U,rbf,200,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0021503297484486055,"p = 10, sim_par_4, pi_target = 0.75"
166,sim_par_4,100,100,200,0.75,one_over_p,nrm,V,rbf,200,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0019279193131624267,"p = 10, sim_par_4, pi_target = 0.75"
211,sim_par_4,150,150,300,0.75,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.001163032244230613,"p = 10, sim_par_4, pi_target = 0.75"
214,sim_par_4,150,150,300,0.75,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.001270710916530806,"p = 10, sim_par_4, pi_target = 0.75"
217,sim_par_4,150,150,300,0.75,bootstrap_var,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.001149281173535636,"p = 10, sim_par_4, pi_target = 0.75"
220,sim_par_4,150,150,300,0.75,bootstrap_var,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0011995368532393426,"p = 10, sim_par_4, pi_target = 0.75"
223,sim_par_4,150,150,300,0.75,distance,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0012770771610741694,"p = 10, sim_par_4, pi_target = 0.75"
226,sim_par_4,150,150,300,0.75,distance,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0012941666421215398,"p = 10, sim_par_4, pi_target = 0.75"
229,sim_par_4,150,150,300,0.75,grid,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.001147465939128224,"p = 10, sim_par_4, pi_target = 0.75"
232,sim_par_4,150,150,300,0.75,grid,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0012119956434749227,"p = 10, sim_par_4, pi_target = 0.75"
235,sim_par_4,150,150,300,0.75,numerical,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0011393636874589856,"p = 10, sim_par_4, pi_target = 0.75"
238,sim_par_4,150,150,300,0.75,numerical,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0013401209844146882,"p = 10, sim_par_4, pi_target = 0.75"
241,sim_par_4,150,150,300,0.75,one_over_p,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0011734985878390557,"p = 10, sim_par_4, pi_target = 0.75"
244,sim_par_4,150,150,300,0.75,one_over_p,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0013680033390734566,"p = 10, sim_par_4, pi_target = 0.75"
247,sim_par_4,150,150,300,0.75,one_over_p,nrm,U,rbf,300,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0011879688860924379,"p = 10, sim_par_4, pi_target = 0.75"
250,sim_par_4,150,150,300,0.75,one_over_p,nrm,V,rbf,300,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.001012252629639127,"p = 10, sim_par_4, pi_target = 0.75"
295,sim_par_4,200,200,400,0.75,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0010027800989151194,"p = 10, sim_par_4, pi_target = 0.75"
298,sim_par_4,200,200,400,0.75,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.0010394509210706006,"p = 10, sim_par_4, pi_target = 0.75"
301,sim_par_4,200,200,400,0.75,bootstrap_var,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.001006994851441683,"p = 10, sim_par_4, pi_target = 0.75"
304,sim_par_4,200,200,400,0.75,bootstrap_var,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0009783207813834252,"p = 10, sim_par_4, pi_target = 0.75"
307,sim_par_4,200,200,400,0.75,distance,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0009947943587478789,"p = 10, sim_par_4, pi_target = 0.75"
310,sim_par_4,200,200,400,0.75,distance,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0010488307035050363,"p = 10, sim_par_4, pi_target = 0.75"
313,sim_par_4,200,200,400,0.75,grid,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.0009733181136312813,"p = 10, sim_par_4, pi_target = 0.75"
316,sim_par_4,200,200,400,0.75,grid,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.000990333040841528,"p = 10, sim_par_4, pi_target = 0.75"
319,sim_par_4,200,200,400,0.75,numerical,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0009675794725613544,"p = 10, sim_par_4, pi_target = 0.75"
322,sim_par_4,200,200,400,0.75,numerical,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0009995535720484154,"p = 10, sim_par_4, pi_target = 0.75"
325,sim_par_4,200,200,400,0.75,one_over_p,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0009974283297031295,"p = 10, sim_par_4, pi_target = 0.75"
328,sim_par_4,200,200,400,0.75,one_over_p,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0010680359927182311,"p = 10, sim_par_4, pi_target = 0.75"
331,sim_par_4,200,200,400,0.75,one_over_p,nrm,U,rbf,400,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0010003121770351994,"p = 10, sim_par_4, pi_target = 0.75"
334,sim_par_4,200,200,400,0.75,one_over_p,nrm,V,rbf,400,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0009036411616725545,"p = 10, sim_par_4, pi_target = 0.75"
379,sim_par_4,250,250,500,0.75,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0007369003751406527,"p = 10, sim_par_4, pi_target = 0.75"
382,sim_par_4,250,250,500,0.75,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.000719026098806478,"p = 10, sim_par_4, pi_target = 0.75"
385,sim_par_4,250,250,500,0.75,bootstrap_var,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.0007414143111575683,"p = 10, sim_par_4, pi_target = 0.75"
388,sim_par_4,250,250,500,0.75,bootstrap_var,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0007508167589980202,"p = 10, sim_par_4, pi_target = 0.75"
391,sim_par_4,250,250,500,0.75,distance,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0007225830291875544,"p = 10, sim_par_4, pi_target = 0.75"
394,sim_par_4,250,250,500,0.75,distance,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0007639721618397333,"p = 10, sim_par_4, pi_target = 0.75"
397,sim_par_4,250,250,500,0.75,grid,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.000741071601244626,"p = 10, sim_par_4, pi_target = 0.75"
400,sim_par_4,250,250,500,0.75,grid,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0007504647916457362,"p = 10, sim_par_4, pi_target = 0.75"
403,sim_par_4,250,250,500,0.75,numerical,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0007359285823909388,"p = 10, sim_par_4, pi_target = 0.75"
406,sim_par_4,250,250,500,0.75,numerical,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0007519614990561524,"p = 10, sim_par_4, pi_target = 0.75"
409,sim_par_4,250,250,500,0.75,one_over_p,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0007746701776317335,"p = 10, sim_par_4, pi_target = 0.75"
412,sim_par_4,250,250,500,0.75,one_over_p,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0008033070616597231,"p = 10, sim_par_4, pi_target = 0.75"
415,sim_par_4,250,250,500,0.75,one_over_p,nrm,U,rbf,500,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0007801454919366623,"p = 10, sim_par_4, pi_target = 0.75"
418,sim_par_4,250,250,500,0.75,one_over_p,nrm,V,rbf,500,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0007302956320139228,"p = 10, sim_par_4, pi_target = 0.75"
44,sim_par_4,50,50,100,0.75,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0027435677684997883,"p = 20, sim_par_4, pi_target = 0.75"
