,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
173,sim_par_1,150,150,400,0.25,bootstrap_var,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_bootstrap_var_rbf,0.0014742272652167434,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
174,sim_par_1,150,150,400,0.25,bootstrap_var,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_bootstrap_var_rbf,0.010560486610952121,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
175,sim_par_1,150,150,400,0.25,bootstrap_var,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_bootstrap_var_rbf,0.0015875542528886088,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
176,sim_par_1,150,150,400,0.25,distance,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_distance_rbf,0.017466138628693895,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
177,sim_par_1,150,150,400,0.25,distance,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_distance_rbf,0.0016442052711927366,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
178,sim_par_1,150,150,400,0.25,distance,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_distance_rbf,0.08305100458113841,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
179,sim_par_1,150,150,400,0.25,distance,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_distance_rbf,0.0014523323053558831,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
180,sim_par_1,150,150,400,0.25,grid,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_grid_rbf,0.01011566812676029,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
181,sim_par_1,150,150,400,0.25,grid,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_grid_rbf,0.0014366815192567968,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
182,sim_par_1,150,150,400,0.25,grid,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_grid_rbf,0.010560486610952121,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
183,sim_par_1,150,150,400,0.25,grid,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_grid_rbf,0.0013635238923082492,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
184,sim_par_1,150,150,400,0.25,numerical,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_numerical_rbf,0.010630739616228442,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
185,sim_par_1,150,150,400,0.25,numerical,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_numerical_rbf,0.0014132276302840053,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
186,sim_par_1,150,150,400,0.25,numerical,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_numerical_rbf,0.03233531184530601,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
187,sim_par_1,150,150,400,0.25,numerical,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_numerical_rbf,0.0013490946577394422,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
188,sim_par_1,150,150,400,0.25,one_over_p,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_one_over_p_rbf,0.013409356993390704,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
189,sim_par_1,150,150,400,0.25,one_over_p,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_one_over_p_rbf,0.001648702792475491,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
190,sim_par_1,150,150,400,0.25,one_over_p,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_one_over_p_rbf,0.017009629669518203,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
191,sim_par_1,150,150,400,0.25,one_over_p,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_one_over_p_rbf,0.0015647466217689602,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
192,sim_par_1,150,150,400,0.25,one_over_p,nrm,U,rbf,400,"n_target, n_source=300",5,Cauchy,nrm_U_one_over_p_rbf,0.024155186128132278,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
193,sim_par_1,150,150,400,0.25,one_over_p,nrm,U,rbf,400,"n_target, n_source=300",5,Gaussian,nrm_U_one_over_p_rbf,0.0020984675578734242,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
194,sim_par_1,150,150,400,0.25,one_over_p,nrm,V,rbf,400,"n_target, n_source=300",5,Cauchy,nrm_V_one_over_p_rbf,0.13444821895308312,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
195,sim_par_1,150,150,400,0.25,one_over_p,nrm,V,rbf,400,"n_target, n_source=300",5,Gaussian,nrm_V_one_over_p_rbf,0.0041466158784196055,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
224,sim_par_1,150,150,500,0.25,bootstrap_mse,ipr,U,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_U_bootstrap_mse_rbf,0.010068748927297958,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
225,sim_par_1,150,150,500,0.25,bootstrap_mse,ipr,U,rbf,500,"n_target, n_source=300",5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0012552480211300854,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
226,sim_par_1,150,150,500,0.25,bootstrap_mse,ipr,V,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_V_bootstrap_mse_rbf,0.008307051276812139,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
227,sim_par_1,150,150,500,0.25,bootstrap_mse,ipr,V,rbf,500,"n_target, n_source=300",5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0012838709320662064,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
228,sim_par_1,150,150,500,0.25,bootstrap_var,ipr,U,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_U_bootstrap_var_rbf,0.014585886555009005,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
229,sim_par_1,150,150,500,0.25,bootstrap_var,ipr,U,rbf,500,"n_target, n_source=300",5,Gaussian,ipr_U_bootstrap_var_rbf,0.0013273480943423502,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
230,sim_par_1,150,150,500,0.25,bootstrap_var,ipr,V,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_V_bootstrap_var_rbf,0.008327141050443826,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
231,sim_par_1,150,150,500,0.25,bootstrap_var,ipr,V,rbf,500,"n_target, n_source=300",5,Gaussian,ipr_V_bootstrap_var_rbf,0.001520181474294324,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
232,sim_par_1,150,150,500,0.25,distance,ipr,U,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_U_distance_rbf,0.015162362952166615,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
233,sim_par_1,150,150,500,0.25,distance,ipr,U,rbf,500,"n_target, n_source=300",5,Gaussian,ipr_U_distance_rbf,0.0014833339167510692,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
234,sim_par_1,150,150,500,0.25,distance,ipr,V,rbf,500,"n_target, n_source=300",5,Cauchy,ipr_V_distance_rbf,0.09059198263578397,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
