beta,n_plus,n_minus,n_target,pi_target,p,seed,pi_nmr_u,pi_ipr_u,pi_nmr_v,pi_ipr_v,var_plug-in,var_explicit,var_plug-in_target,var_plug-in_plus,var_plug-in_minus,r_n,lambda_target,lambda_plus,lambda_minus,var_explicit_target,var_explicit_plus,var_explicit_minus
0.5,500,500,500,0.1,5,77,0.16740153354739024,0.1801217132043807,0.21922473524730327,0.18674082335533643,0.5597187605682206,0.5331675028075659,0.0012974450093453387,5.012346808891872e-05,0.0007153679281604151,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012646704948854337,1.8100712022905974e-05,0.0006823061306908684
0.5,500,500,500,0.1,5,78,0.0,0.08379480667149725,0.1350927988071802,0.09155423478250851,0.5626470276552331,0.5372256957536735,0.0013008333768969064,1.663654044953006e-05,0.000864164777680033,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012674227702683671,-1.566200435776377e-05,0.0008313040319258835
0.5,500,500,500,0.1,5,79,0.07497890327183118,0.10180872489412318,0.15672150847700403,0.10908683821362614,0.5399149538805582,0.5164313792669474,0.0013105419162800361,2.3281919574814664e-05,0.0007973526675992063,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012795348974319332,-7.417729404823881e-06,0.0007663639172431624
0.5,500,500,500,0.1,5,80,0.0,0.06589361425779378,0.12089567650277737,0.07531333155338937,0.6132808719102766,0.5828577463966863,0.0010871133189510275,1.2669732839506806e-05,0.0008526562826079871,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010547421232169896,-1.9490076511807786e-05,0.0008203323071310775
0.5,500,500,500,0.1,5,81,0.21959042764639028,0.21479890496509857,0.2518965487423029,0.21933654149043635,0.40768741202301956,0.39087234826685824,0.0014886806825038501,8.167399989752815e-05,0.000792227759587783,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0014550944641915642,4.990730953047251e-05,0.0007601359760356363
0.5,500,500,500,0.1,5,82,0.19707034997068992,0.2007327784708301,0.23513438411928722,0.20590018974200713,0.4504387382393509,0.43105141479626374,0.0013553664654085355,6.433849904241273e-05,0.0007426850129694428,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013231986292115971,3.42382913179895e-05,0.0007118816792686111
0.5,500,500,500,0.1,5,83,0.0,0.06132282775734915,0.10057706876782714,0.06934370706414472,0.5606152698416771,0.5362543789018147,0.0012536389951863325,8.862288178014603e-06,0.0009538194756611542,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001221661283504094,-2.3296383996229686e-05,0.0009216481932751153
0.5,500,500,500,0.1,5,84,0.15210793916332982,0.1685817188537866,0.1989940669627509,0.1740824657493048,0.42973847392337367,0.4097266034558127,0.0013626410258615919,4.601998185919617e-05,0.0006833333977037841,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013294046105082336,1.3954072734079226e-05,0.000651216655469411
0.5,500,500,500,0.1,5,85,0.10630105789881042,0.047827916242921265,0.1761069236267465,0.05701215963150569,0.5938365366194837,0.5682648157076792,0.001133153225901441,2.952232570675968e-05,0.0009923016241765365,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011020950953510855,-1.3402388958638767e-06,0.0009614249390534901
0.5,500,500,500,0.1,5,86,0.193825485350388,0.1929580504147837,0.23228389800462204,0.19811443981062393,0.4432832638364457,0.42343155168356844,0.0013296341397038888,5.825990977157908e-05,0.0007542766481308989,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012970449697008446,2.6488401429269892e-05,0.0007227037338042308
0.5,500,500,500,0.1,5,87,0.0,0.03961620470725036,0.09495779152346209,0.049927152613962134,0.6754048892149326,0.641520572584481,0.0010271725815588547,6.090794371900289e-06,0.0008085022951483308,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0009958761089169377,-2.3903835773331217e-05,0.0007773940502930898
0.5,500,500,500,0.1,5,88,0.0,0.0,0.09638472996973912,0.0021545996710909954,0.8890221258268977,0.8406879729194024,0.0009284901133404365,4.477056984697658e-06,0.0007505792995711864,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0008976005465159975,-2.4968714429030037e-05,0.0007193839659184187
